fact_id,date_id,state_id,program_id,program_coverage_pct,people_screened,beneficiaries_reached,maternal_health_beneficiaries,child_immunization_count,children_population,adults_population,elderly_population,high_risk_individuals,chronic_disease_patients,health_vulnerability_index,socioeconomic_score
2043,11,21,3,80.2,203375.0,104029.0,20771,13379850.0,20984118,49518610,8523890,12344,14246,52.2,40.9
2044,11,21,4,91.3,64982.0,42434.0,8787,17429987.0,20984118,49518610,8523890,8651,5308,75.2,74.4
2045,11,21,5,87.9,181271.0,156830.0,35202,16472714.0,20984118,49518610,8523890,10313,18892,69.4,66.6
2046,11,21,6,77.6,58227.0,42145.0,7716,17223087.0,20984118,49518610,8523890,2646,1987,63.1,24.8
2047,11,22,1,64.3,1979.0,1421.0,297,152562.0,172180,422140,71074,347,175,40.2,60.5
2048,11,22,2,37.9,1426.0,883.0,267,161795.0,172180,422140,71074,79,117,46.8,22.8
2049,11,22,3,45.7,973.0,752.0,230,158620.0,172180,422140,71074,76,104,66.7,76.2
2050,11,22,4,52.3,1758.0,1446.0,255,157483.0,172180,422140,71074,175,142,57.4,67.4
2051,11,22,5,89.8,1379.0,713.0,175,130041.0,172180,422140,71074,113,59,100.0,64.3
2052,11,22,6,91.3,1570.0,932.0,300,112525.0,172180,422140,71074,96,76,40.1,71.9
2053,11,23,1,47.4,183581.0,99520.0,24224,13286306.0,18738867,47333720,9854749,17693,12584,42.2,66.6
2054,11,23,2,49.5,49089.0,26399.0,4149,13609430.0,18738867,47333720,9854749,6272,1848,,27.3
2055,11,23,3,63.2,220506.0,109228.0,20642,12495876.0,18738867,47333720,9854749,12035,3592,54.2,46.6
2056,11,23,4,62.6,51743.0,44225.0,10674,12057314.0,18738867,47333720,9854749,3890,6982,41.2,56.8
2057,11,23,5,42.8,46809.0,34592.0,5494,13559391.0,18738867,47333720,9854749,3995,4837,34.4,75.6
2058,11,23,6,76.3,160565.0,93207.0,30225,13011675.0,18738867,47333720,9854749,15157,16701,49.8,37.2
2059,11,24,1,83.6,65854.0,44045.0,7317,7461525.0,10064718,24265243,4387751,9968,4723,36.9,48.7
2060,11,24,2,66.8,88939.0,54321.0,6109,8095471.0,10064718,24265243,4387751,11334,4255,43.6,44.5
2061,11,24,3,56.7,63641.0,48597.0,5989,7825436.0,10064718,24265243,4387751,8890,5548,1.3,60.0
2062,11,24,4,97.7,33827.0,17379.0,2701,8654717.0,10064718,24265243,4387751,2865,2483,66.5,46.7
2063,11,24,5,48.8,97959.0,64633.0,10347,6664271.0,10064718,24265243,4387751,8828,7543,48.9,41.0
2064,11,24,6,83.4,28689.0,16759.0,2221,6297041.0,10064718,24265243,4387751,4144,1645,54.1,37.5
2065,11,25,1,37.6,7458.0,4935.0,1113,713819.0,1003197,2360925,440026,861,741,48.1,65.0
2066,11,25,2,54.3,4421.0,3462.0,834,619841.0,1003197,2360925,440026,652,238,48.5,57.0
2067,11,25,3,53.9,5565.0,4726.0,693,930210.0,1003197,2360925,440026,539,353,46.4,84.4
2068,11,25,4,69.2,5011.0,2881.0,525,812073.0,1003197,2360925,440026,534,460,20.2,54.0
2069,11,25,5,69.5,3379.0,2056.0,599,770288.0,1003197,2360925,440026,216,111,52.8,61.0
2070,11,25,6,65.5,9485.0,4253.0,679,975630.0,1003197,2360925,440026,599,307,40.5,19.8
2071,11,26,1,99.0,410469.0,266185.0,31540,53381445.0,59241830,139120013,27949614,14151,36712,44.8,58.6
2072,11,26,2,77.5,510435.0,325746.0,60797,51340074.0,59241830,139120013,27949614,62339,54940,45.4,45.4
2073,11,26,3,81.7,530133.0,232547.0,77675,49645469.0,59241830,139120013,27949614,42597,7246,32.4,55.7
2074,11,26,4,73.6,362524.0,192243.0,51930,39005424.0,59241830,139120013,27949614,11050,11685,,63.1
2075,11,26,5,87.5,416614.0,336347.0,70018,57814873.0,59241830,139120013,27949614,76341,58229,23.6,52.2
2076,11,26,6,57.6,223512.0,197943.0,27048,39152685.0,59241830,139120013,27949614,46006,10648,,75.4
2077,11,27,1,45.5,28890.0,21832.0,3816,3685481.0,5600199,12052060,2222435,2449,1025,47.6,61.0
2078,11,27,2,72.6,45446.0,33379.0,4385,4410689.0,5600199,12052060,2222435,2572,2476,79.9,58.1
2079,11,27,3,98.7,55650.0,31540.0,8371,4203306.0,5600199,12052060,2222435,5678,1733,50.7,64.3
2080,11,27,4,51.6,19482.0,12429.0,3569,3697669.0,5600199,12052060,2222435,1330,650,35.2,53.6
2081,11,27,5,65.0,24386.0,19380.0,3329,4291516.0,5600199,12052060,2222435,1702,1926,58.4,56.3
2082,11,27,6,85.1,12545.0,8841.0,1560,4114366.0,5600199,12052060,2222435,1695,745,28.0,74.1
2083,11,28,1,64.5,255761.0,226746.0,66504,20097321.0,27083545,61637153,10515567,48951,18427,45.7,75.0
2084,11,28,2,46.2,256257.0,227179.0,44954,,27083545,61637153,10515567,30078,30358,42.5,79.2
2085,11,28,3,40.5,288952.0,208833.0,49076,19391064.0,27083545,61637153,10515567,37224,18519,34.3,25.1
2086,11,28,4,72.4,93401.0,48213.0,15876,19736553.0,27083545,61637153,10515567,8831,7205,60.4,18.4
2087,11,28,5,87.6,233315.0,115638.0,32879,23731466.0,27083545,61637153,10515567,16620,16432,63.0,53.2
2088,11,28,6,83.1,245507.0,129447.0,23213,23605422.0,27083545,61637153,10515567,19974,7831,49.7,55.4
2089,11,29,1,61.0,29570.0,25923.0,5949,7616219.0,8354539,20684797,3904360,3649,1007,48.1,57.9
2090,11,29,2,51.4,97020.0,82862.0,15371,5182616.0,8354539,20684797,3904360,6356,5500,31.0,61.3
2091,11,29,3,70.1,65407.0,30425.0,3904,5330104.0,8354539,20684797,3904360,2861,2781,27.8,53.5
2092,11,29,4,78.0,94301.0,74726.0,22257,7069469.0,8354539,20684797,3904360,4326,9945,90.6,58.4
2093,11,29,5,88.0,29709.0,,4148,8112163.0,8354539,20684797,3904360,4240,3210,38.3,43.3
2094,11,29,6,70.9,52572.0,45644.0,11977,,8354539,20684797,3904360,9062,7824,24.1,40.3
2095,11,30,1,46.7,39036.0,21096.0,4711,3101156.0,3379403,7698945,1367641,1577,1091,60.9,76.1
2096,11,30,2,75.4,36912.0,27091.0,5746,3235066.0,3379403,7698945,1367641,4958,3861,28.0,55.0
2097,11,30,3,60.4,21623.0,10775.0,1371,2441750.0,3379403,7698945,1367641,1678,1225,62.4,33.5
2098,11,30,4,60.3,30518.0,17772.0,4879,3068104.0,3379403,7698945,1367641,2124,2270,71.1,92.0
2099,11,30,5,91.3,25127.0,17484.0,3422,2256914.0,3379403,7698945,1367641,3760,1813,72.1,66.7
2100,11,30,6,89.8,25145.0,11835.0,4117,2130306.0,3379403,7698945,1367641,1343,1854,47.9,31.1
2101,11,31,1,96.8,576.0,251.0,70,67608.0,79565,172337,25959,49,19,39.0,54.3
2102,11,31,2,68.1,666.0,503.0,126,72988.0,79565,172337,25959,40,66,21.5,58.2
2103,11,31,3,67.6,709.0,406.0,127,75577.0,79565,172337,25959,53,55,35.6,85.8
2104,11,31,4,96.6,374.0,211.0,65,72898.0,79565,172337,25959,20,22,43.7,55.6
2105,11,31,5,71.6,337.0,157.0,19,61609.0,79565,172337,25959,24,17,63.4,40.3
2106,11,31,6,87.4,444.0,311.0,66,67862.0,79565,172337,25959,39,51,45.8,66.2
2107,11,32,1,98.0,3354.0,1911.0,632,245312.0,400249,853548,126585,179,299,71.8,56.6
2108,11,32,2,76.1,809.0,381.0,81,,400249,853548,126585,34,35,51.5,63.2
2109,11,32,3,78.5,2601.0,1547.0,424,270578.0,400249,853548,126585,203,159,38.3,52.6
2110,11,32,4,72.1,3358.0,2188.0,407,264792.0,400249,853548,126585,404,96,33.0,94.3
2111,11,32,5,68.9,1847.0,934.0,177,316446.0,400249,853548,126585,157,84,57.5,61.5
2112,11,32,6,39.8,4358.0,2533.0,440,303107.0,400249,853548,126585,626,433,47.7,22.0
2113,12,1,1,79.5,52698.0,,4126,9887754.0,14381486,31715252,7181429,2004,901,37.0,52.6
2114,12,1,2,36.3,98513.0,,14437,13369667.0,14381486,31715252,7181429,10078,10328,63.0,44.6
2115,12,1,3,50.3,,,10691,13446484.0,14381486,31715252,7181429,2645,1484,62.6,58.0
2116,12,1,4,62.3,42290.0,36014.0,5396,11967221.0,14381486,31715252,7181429,2936,6058,,65.1
2117,12,1,5,63.5,35106.0,24021.0,5198,10257661.0,14381486,31715252,7181429,3932,2859,14.0,38.4
2118,12,1,6,41.4,90740.0,59372.0,12250,13712050.0,14381486,31715252,7181429,14244,7545,41.5,0.0
2119,12,2,1,72.3,997.0,573.0,103,305672.0,465751,983425,218899,105,54,75.6,71.0
2120,12,2,2,59.9,3555.0,2453.0,551,305558.0,465751,983425,218899,367,230,75.7,40.3
2121,12,2,3,56.0,1794.0,854.0,207,304960.0,465751,983425,218899,94,114,64.1,55.0
2122,12,2,4,68.9,4586.0,2004.0,240,335116.0,465751,983425,218899,151,80,18.6,82.9
2123,12,2,5,49.1,3072.0,2233.0,465,413484.0,465751,983425,218899,491,236,79.1,51.0
2124,12,2,6,41.7,2101.0,1459.0,173,420269.0,465751,983425,218899,361,70,61.3,57.1
2125,12,3,1,70.9,31511.0,22792.0,6006,9065508.0,9410986,19658811,4407924,1683,2182,68.1,1.4
2126,12,3,2,42.2,,10745.0,2060,6221373.0,9410986,19658811,4407924,2188,494,60.2,30.7
2127,12,3,3,42.9,20556.0,11857.0,1610,7914954.0,9410986,19658811,4407924,2222,1216,37.4,69.5
2128,12,3,4,84.2,24250.0,12178.0,3247,8899787.0,9410986,19658811,4407924,883,1590,57.6,54.7
2129,12,3,5,45.8,57881.0,43476.0,9621,6616154.0,9410986,19658811,4407924,7674,5015,75.2,49.6
2130,12,3,6,94.0,61201.0,49989.0,16272,8288724.0,9410986,19658811,4407924,9560,6337,33.7,52.5
2131,12,4,1,70.3,200990.0,103464.0,25118,29506997.0,36441128,75965633,13903949,10979,14696,13.0,15.1
2132,12,4,2,69.5,373765.0,159444.0,52056,23343402.0,36441128,75965633,13903949,22211,27235,88.4,63.3
2133,12,4,3,60.0,,,51785,24765332.0,36441128,75965633,13903949,17579,6043,36.5,38.2
2134,12,4,4,73.3,72038.0,36816.0,10363,23096082.0,36441128,75965633,13903949,2532,4542,82.6,50.4
2135,12,4,5,53.6,334614.0,169792.0,29057,33925528.0,36441128,75965633,13903949,17948,16037,43.0,68.2
2136,12,4,6,57.3,157920.0,116200.0,18910,28968252.0,36441128,75965633,13903949,15530,8845,51.9,73.7
2137,12,5,1,84.6,63348.0,55518.0,7456,6034023.0,7968412,17242008,2471003,3590,4383,21.4,56.5
2138,12,5,2,46.8,41633.0,36396.0,4673,7367976.0,7968412,17242008,2471003,1831,3910,80.2,48.5
2139,12,5,3,41.7,51153.0,21932.0,7319,5151295.0,7968412,17242008,2471003,2860,3660,33.6,93.4
2140,12,5,4,58.0,42957.0,21204.0,2865,5295199.0,7968412,17242008,2471003,4244,2210,34.9,61.5
2141,12,5,5,63.4,79269.0,46442.0,13086,7516778.0,7968412,17242008,2471003,8645,5132,71.4,99.2
2142,12,5,6,87.6,17882.0,9996.0,3437,5691721.0,7968412,17242008,2471003,890,723,64.2,21.9
2143,12,6,1,85.1,2495.0,1894.0,488,299769.0,421103,951156,153526,175,196,43.8,28.4
2144,12,6,2,37.8,2003.0,1047.0,128,296999.0,421103,951156,153526,76,72,58.7,12.2
2145,12,6,3,47.7,2920.0,1870.0,234,367795.0,421103,951156,153526,465,182,61.2,55.7
2146,12,6,4,93.3,1382.0,911.0,302,327530.0,421103,951156,153526,172,50,40.2,85.6
2147,12,6,5,48.4,1269.0,907.0,130,373880.0,421103,951156,153526,113,92,51.5,59.4
2148,12,6,6,50.9,1083.0,568.0,91,392136.0,421103,951156,153526,136,34,75.4,41.5
2149,12,7,1,51.9,167555.0,134338.0,32100,13369079.0,21050680,39202295,9607781,22422,9510,56.3,36.1
2150,12,7,2,59.2,106296.0,75984.0,18569,16587048.0,21050680,39202295,9607781,7884,13334,23.9,63.0
2151,12,7,3,40.6,148137.0,114385.0,22390,15046777.0,21050680,39202295,9607781,23352,7268,52.8,66.1
2152,12,7,4,86.9,171697.0,81831.0,11704,14109502.0,21050680,39202295,9607781,6419,10973,69.8,52.8
2153,12,7,5,41.8,72683.0,39485.0,13468,18239318.0,21050680,39202295,9607781,3771,5401,58.1,73.0
2154,12,7,6,70.0,168330.0,94445.0,23183,13225198.0,21050680,39202295,9607781,21525,8274,44.1,60.6
2155,12,8,1,86.5,52640.0,43555.0,6302,6338677.0,7133884,17163080,2741935,8881,7147,57.5,40.7
2156,12,8,2,47.2,37349.0,28785.0,8654,6907699.0,7133884,17163080,2741935,2076,872,38.7,73.4
2157,12,8,3,77.2,52775.0,34311.0,5113,6214472.0,7133884,17163080,2741935,6826,5235,37.1,65.5
2158,12,8,4,81.1,62025.0,43836.0,12449,6041574.0,7133884,17163080,2741935,9547,6278,54.8,27.1
2159,12,8,5,98.1,51166.0,39514.0,7724,6520678.0,7133884,17163080,2741935,5384,2287,40.2,34.0
2160,12,8,6,45.7,51977.0,43349.0,10755,5482145.0,7133884,17163080,2741935,10515,7000,48.0,60.1
2161,12,9,1,65.5,19039.0,,4590,1564257.0,1869838,4435249,707523,1728,1189,45.8,67.9
2162,12,9,2,55.4,21436.0,8728.0,2308,1170233.0,1869838,4435249,707523,631,1232,38.0,58.1
2163,12,9,3,37.5,20744.0,11929.0,2390,1501408.0,1869838,4435249,707523,1366,657,61.1,68.7
2164,12,9,4,48.1,8362.0,5367.0,686,1231575.0,1869838,4435249,707523,348,816,49.0,43.0
2165,12,9,5,49.7,6295.0,3946.0,408,1532972.0,1869838,4435249,707523,298,552,45.1,50.9
2166,12,9,6,96.2,20451.0,12847.0,3345,1783884.0,1869838,4435249,707523,3080,1061,,55.6
2167,12,10,1,67.1,35345.0,,6423,,10824267,23234992,3810347,5011,1000,64.7,67.4
2168,12,10,2,79.1,95511.0,58371.0,18790,8414025.0,10824267,23234992,3810347,14014,4658,66.6,60.2
2169,12,10,3,75.2,47632.0,42736.0,14626,8845380.0,10824267,23234992,3810347,10265,7570,38.8,57.0
2170,12,10,4,70.9,39057.0,33244.0,8072,9379285.0,10824267,23234992,3810347,3468,5004,16.2,59.8
2171,12,10,5,40.9,86887.0,71370.0,9883,7829476.0,10824267,23234992,3810347,6552,10254,63.9,56.0
2172,12,10,6,70.5,52300.0,32836.0,5154,9564285.0,10824267,23234992,3810347,4227,2964,49.1,35.6
2173,12,11,1,98.9,163488.0,130447.0,18388,17563741.0,19784761,40277550,8117105,9870,13502,52.6,40.9
2174,12,11,2,96.3,79380.0,62204.0,8510,16157543.0,19784761,40277550,8117105,9222,3721,13.4,86.2
2175,12,11,3,66.8,120949.0,68806.0,16263,12082499.0,19784761,40277550,8117105,9751,12129,28.7,28.1
2176,12,11,4,45.9,109084.0,45549.0,8683,18278471.0,19784761,40277550,8117105,6686,5770,54.6,73.6
2177,12,11,5,91.3,84322.0,51517.0,17482,17399450.0,19784761,40277550,8117105,7867,5060,54.5,45.5
2178,12,11,6,41.1,128011.0,112619.0,17120,15311912.0,19784761,40277550,8117105,19914,13093,66.2,61.5
2179,12,12,1,92.3,30954.0,23615.0,5242,7471901.0,10491783,20714985,4900866,5379,1964,65.4,62.3
2180,12,12,2,72.6,73491.0,63944.0,13875,9204987.0,10491783,20714985,4900866,9011,8137,56.7,60.7
2181,12,12,3,89.0,84820.0,41568.0,6340,6639267.0,10491783,20714985,4900866,4561,5738,42.0,81.8
2182,12,12,4,40.6,67108.0,60135.0,18366,7617226.0,10491783,20714985,4900866,4246,8026,53.2,78.8
2183,12,12,5,54.4,24077.0,10932.0,1865,6620553.0,10491783,20714985,4900866,1645,1881,36.8,58.0
2184,12,12,6,53.0,60287.0,37842.0,5444,6703549.0,10491783,20714985,4900866,3592,6618,32.7,62.4
2185,12,13,1,50.9,80967.0,60627.0,19476,15263218.0,22779500,48471669,11122874,4698,5407,66.9,30.2
2186,12,13,2,59.0,152877.0,128680.0,42321,17762446.0,22779500,48471669,11122874,28204,15013,24.7,33.9
2187,12,13,3,95.7,165732.0,112331.0,33458,20107827.0,22779500,48471669,11122874,8409,17781,0.0,80.2
2188,12,13,4,57.8,234361.0,155574.0,18544,20202264.0,22779500,48471669,11122874,19908,17040,33.5,49.1
2189,12,13,5,98.6,184771.0,143397.0,29689,18606460.0,22779500,48471669,11122874,18089,25635,94.9,49.8
2190,12,13,6,82.1,141302.0,83069.0,17528,21700416.0,22779500,48471669,11122874,5468,7677,59.2,96.0
2191,12,14,1,76.2,289498.0,171959.0,28087,24933069.0,34979090,73669252,13083372,40660,24185,71.2,78.4
2192,12,14,2,50.0,195919.0,93543.0,23605,21928617.0,34979090,73669252,13083372,6734,10521,,67.0
2193,12,14,3,46.1,148027.0,120741.0,24130,33566236.0,34979090,73669252,13083372,8408,9251,85.1,65.5
2194,12,14,4,85.3,244883.0,172142.0,55139,22146652.0,34979090,73669252,13083372,13279,24106,69.9,28.4
2195,12,14,5,51.6,185396.0,113976.0,21366,24426942.0,34979090,73669252,13083372,17161,11985,52.5,77.3
2196,12,14,6,77.1,124321.0,108933.0,34055,27392751.0,34979090,73669252,13083372,22024,11535,37.6,43.9
2197,12,15,1,81.3,6197.0,5111.0,1152,673453.0,903164,1871121,254965,1108,297,60.2,25.2
2198,12,15,2,48.3,6488.0,3721.0,678,585740.0,903164,1871121,254965,885,111,43.0,82.0
2199,12,15,3,81.3,7264.0,5177.0,1313,697692.0,903164,1871121,254965,1126,164,52.5,58.1
2200,12,15,4,54.7,4590.0,3244.0,641,758942.0,903164,1871121,254965,264,196,48.1,43.2
2201,12,15,5,79.5,8653.0,4585.0,848,810437.0,903164,1871121,254965,995,535,61.9,66.7
2202,12,15,6,94.7,5082.0,2177.0,388,883083.0,903164,1871121,254965,252,80,76.6,69.0
2203,12,16,1,58.6,4478.0,2974.0,935,795454.0,983199,2031898,378978,260,262,28.8,40.4
2204,12,16,2,48.7,2298.0,1466.0,304,691975.0,983199,2031898,378978,251,75,34.0,79.6
2205,12,16,3,40.2,1951.0,1657.0,273,802223.0,983199,2031898,378978,144,260,50.4,82.4
2206,12,16,4,49.7,8172.0,7334.0,2480,953077.0,983199,2031898,378978,786,550,76.8,63.8
2207,12,16,5,39.5,5080.0,3762.0,1232,595483.0,983199,2031898,378978,855,244,46.9,97.2
2208,12,16,6,86.3,6891.0,,1805,652816.0,983199,2031898,378978,1135,307,65.2,58.8
2209,12,17,1,81.4,1757.0,893.0,288,201563.0,309300,683910,101334,203,88,66.3,75.8
2210,12,17,2,76.4,1650.0,953.0,332,237908.0,309300,683910,101334,111,114,45.4,37.0
2211,12,17,3,37.7,1301.0,772.0,155,245588.0,309300,683910,101334,91,44,54.0,86.1
2212,12,17,4,86.8,1792.0,870.0,189,258813.0,309300,683910,101334,47,100,57.9,52.1
2213,12,17,5,94.3,710.0,322.0,40,295019.0,309300,683910,101334,35,30,51.0,51.4
2214,12,17,6,93.7,2029.0,1235.0,333,249538.0,309300,683910,101334,214,187,68.6,73.9
2215,12,18,1,56.2,4746.0,3834.0,677,495456.0,572991,1213603,211927,910,246,72.7,68.4
2216,12,18,2,74.0,3027.0,1921.0,209,351272.0,572991,1213603,211927,158,251,27.1,34.5
2217,12,18,3,89.3,3817.0,2717.0,408,382323.0,572991,1213603,211927,483,170,85.4,41.8
2218,12,18,4,76.1,2982.0,1219.0,218,354363.0,572991,1213603,211927,211,203,29.0,12.5
2219,12,18,5,41.9,6007.0,3911.0,792,358494.0,572991,1213603,211927,808,685,58.7,31.4
2220,12,18,6,58.2,3179.0,2238.0,678,352858.0,572991,1213603,211927,322,347,54.6,76.0
2221,12,19,1,95.0,131709.0,73287.0,7414,8367085.0,11878607,26959677,5502700,9466,5048,39.8,61.5
2222,12,19,2,72.9,125520.0,81006.0,19060,10255179.0,11878607,26959677,5502700,14344,14466,38.1,73.7
2223,12,19,3,54.9,61544.0,47917.0,12393,10201944.0,11878607,26959677,5502700,4024,5941,68.7,32.8
2224,12,19,4,52.2,93974.0,78511.0,9574,9609314.0,11878607,26959677,5502700,17465,10564,34.3,59.8
2225,12,19,5,71.3,28936.0,,3080,8906498.0,11878607,26959677,5502700,2670,518,43.6,46.1
2226,12,19,6,50.3,29639.0,17248.0,2668,8329785.0,11878607,26959677,5502700,958,2093,64.2,76.3
2227,12,20,1,67.0,44025.0,18778.0,4912,6730835.0,7655938,16619360,4051383,2079,1515,47.4,49.8
2228,12,20,2,62.7,68220.0,31444.0,9894,6740690.0,7655938,16619360,4051383,6852,4383,28.8,46.1
2229,12,20,3,49.8,18817.0,12859.0,2377,5625990.0,7655938,16619360,4051383,2686,2107,27.7,57.6
2230,12,20,4,76.6,58968.0,39568.0,10827,6373184.0,7655938,16619360,4051383,3557,3059,66.3,54.0
2231,12,20,5,94.6,76439.0,43718.0,11239,5417947.0,7655938,16619360,4051383,9510,6303,31.6,37.1
2232,12,20,6,53.1,40500.0,29104.0,4283,4748132.0,7655938,16619360,4051383,3748,1446,42.5,94.4
2233,12,21,1,69.2,70633.0,29525.0,7870,18981203.0,20819217,50795038,8512971,3274,2490,74.4,9.1
2234,12,21,2,36.8,144329.0,120545.0,20858,16354957.0,20819217,50795038,8512971,22666,9692,22.3,40.8
2235,12,21,3,86.2,134277.0,94360.0,18959,15599706.0,20819217,50795038,8512971,7305,6264,20.6,69.3
2236,12,21,4,61.6,82606.0,66303.0,13881,17801317.0,20819217,50795038,8512971,13747,6089,35.1,64.3
2237,12,21,5,70.2,70069.0,37944.0,12539,16508108.0,20819217,50795038,8512971,4349,6304,23.0,42.5
2238,12,21,6,75.1,219259.0,147766.0,38219,15067130.0,20819217,50795038,8512971,12686,13827,45.9,57.6
2239,12,22,1,82.0,926.0,578.0,127,157186.0,176113,425723,62354,138,75,56.2,72.2
2240,12,22,2,66.4,648.0,289.0,58,118672.0,176113,425723,62354,45,44,41.8,65.0
2241,12,22,3,37.9,376.0,167.0,41,171415.0,176113,425723,62354,22,8,24.2,99.8
2242,12,22,4,41.4,1716.0,861.0,146,,176113,425723,62354,164,72,49.6,48.5
2243,12,22,5,77.2,508.0,450.0,108,125561.0,176113,425723,62354,82,66,31.2,19.5
2244,12,22,6,37.7,1067.0,660.0,76,136596.0,176113,425723,62354,130,63,34.2,63.7
2245,12,23,1,87.1,85360.0,51625.0,9476,17221737.0,19991751,46474438,10858984,2876,5617,24.9,69.4
2246,12,23,2,60.2,189480.0,145661.0,36591,15016472.0,19991751,46474438,10858984,14370,15816,20.7,83.3
2247,12,23,3,72.3,138374.0,78967.0,16527,13399101.0,19991751,46474438,10858984,14486,5274,47.9,34.7
2248,12,23,4,71.5,40916.0,28959.0,7629,,19991751,46474438,10858984,2026,2806,76.8,15.0
2249,12,23,5,57.5,147500.0,69271.0,10847,16437035.0,19991751,46474438,10858984,3965,5733,54.9,50.8
2250,12,23,6,93.0,174842.0,79986.0,22706,15322165.0,19991751,46474438,10858984,7857,13291,18.5,49.7
2251,12,24,1,54.2,49995.0,34685.0,9696,8285056.0,11824064,23541846,3922322,4791,5909,37.5,70.3
2252,12,24,2,51.0,97108.0,82449.0,16994,7332701.0,11824064,23541846,3922322,7285,12149,45.8,97.4
2253,12,24,3,37.8,22349.0,10974.0,2238,,11824064,23541846,3922322,2314,1528,18.0,61.1
2254,12,24,4,42.8,51977.0,25449.0,8802,10293869.0,11824064,23541846,3922322,3114,2594,46.1,68.5
2255,12,24,5,61.3,106276.0,54669.0,15462,10592847.0,11824064,23541846,3922322,9554,6901,67.9,42.1
2256,12,24,6,50.6,92608.0,74532.0,16491,7565072.0,11824064,23541846,3922322,17001,8474,56.0,31.5
2257,12,25,1,65.2,10446.0,6671.0,1633,697046.0,1038568,2482092,390848,680,879,18.4,48.9
2258,12,25,2,90.4,6390.0,3754.0,794,671193.0,1038568,2482092,390848,776,417,74.9,45.7
2259,12,25,3,66.1,2986.0,2634.0,586,651179.0,1038568,2482092,390848,357,379,60.0,82.2
2260,12,25,4,49.0,5275.0,4042.0,599,688261.0,1038568,2482092,390848,536,666,55.9,52.3
2261,12,25,5,75.2,2482.0,1236.0,184,978410.0,1038568,2482092,390848,306,197,52.2,63.5
2262,12,25,6,95.1,9672.0,7375.0,1080,738815.0,1038568,2482092,390848,1647,962,47.6,60.6
2263,12,26,1,64.5,574552.0,283557.0,57018,50362904.0,60894112,138797508,29438593,35872,15853,69.4,86.4
2264,12,26,2,59.0,455297.0,341998.0,118972,50459666.0,60894112,138797508,29438593,34177,52903,25.9,55.1
2265,12,26,3,73.3,616698.0,455416.0,117033,56138011.0,60894112,138797508,29438593,54515,20325,50.5,41.1
2266,12,26,4,54.3,616316.0,421489.0,116106,44215442.0,60894112,138797508,29438593,86393,21765,,78.6
2267,12,26,5,79.2,521968.0,242098.0,67841,40264265.0,60894112,138797508,29438593,18169,42314,42.2,21.3
2268,12,26,6,49.3,402868.0,249094.0,77747,44974210.0,60894112,138797508,29438593,19977,42565,30.3,81.8
2269,12,27,1,51.5,20593.0,12629.0,3271,4306832.0,5756412,11859138,1601217,1596,1407,11.3,63.0
2270,12,27,2,45.8,31579.0,25445.0,6864,3533391.0,5756412,11859138,1601217,1358,3835,58.6,60.7
2271,12,27,3,61.3,21164.0,13002.0,2424,3639788.0,5756412,11859138,1601217,2499,1747,46.5,65.7
2272,12,27,4,94.6,16965.0,11007.0,2547,3787642.0,5756412,11859138,1601217,676,1081,41.5,64.5
2273,12,27,5,90.6,44037.0,20619.0,5086,4593645.0,5756412,11859138,1601217,1311,3329,57.6,59.8
2274,12,27,6,63.7,59911.0,44464.0,12938,4594245.0,5756412,11859138,1601217,2566,4717,21.9,54.0
2275,12,28,1,78.8,57925.0,40459.0,11171,19545960.0,23921509,55582417,13643945,9475,2957,51.6,36.2
2276,12,28,2,52.5,220933.0,125768.0,16354,22153892.0,23921509,55582417,13643945,20791,12993,,0.0
2277,12,28,3,70.8,49937.0,31201.0,6093,21655753.0,23921509,55582417,13643945,3819,2270,37.7,69.1
2278,12,28,4,52.9,208398.0,137485.0,43051,16342488.0,23921509,55582417,13643945,30623,10307,28.4,21.0
2279,12,28,5,64.1,194193.0,145082.0,23230,21555905.0,23921509,55582417,13643945,35125,22517,43.7,34.3
2280,12,28,6,83.4,188352.0,122662.0,16021,15106697.0,23921509,55582417,13643945,8668,15676,77.1,73.5
2281,12,29,1,40.2,76414.0,35210.0,5718,6474705.0,8850987,18264393,3751308,2587,5553,65.4,20.3
2282,12,29,2,54.0,39375.0,17458.0,5573,6437783.0,8850987,18264393,3751308,1407,625,29.8,64.5
2283,12,29,3,56.4,20304.0,10414.0,1627,5443496.0,8850987,18264393,3751308,1185,1348,57.9,59.3
